### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Paracentrotus	AGG	R	S	1.44166184202e-09	0.5	0.5	0.0	0.0338983050847	0.135593220339	1452.0	1.71698113208	10.0	1
Paracentrotus	AGA	R	S	1.44166184202e-09	0.666666666667	0.777777777778	0.0	0.152542372881	0.135593220339	1452.0	2.23983739837	8.0	1
Schistosoma	AGG	R	S	5.40183890947e-09	0.428571428571	0.3125	0.0	0.25	0.15625	1212.0	0.801282051282	10.0	1
Schistosoma	AGA	R	S	5.40183890947e-09	0.428571428571	0.277777777778	0.0	0.28125	0.15625	1212.0	0.796545105566	8.0	1
Fasciola	AGG	R	S	2.10517379215e-05	0.8	0.4	0.0	0.222222222222	0.0888888888889	1299.0	1.20608108108	10.0	1
Patiria	AGG	R	S	7.36792177119e-08	1.0	1.0	0.0	0.037037037037	0.111111111111	1441.0	2.39655172414	10.0	1
Patiria	AGA	R	S	7.36792177119e-08	1.0	0.666666666667	0.0	0.111111111111	0.111111111111	1441.0	1.93333333333	8.0	1
Lumbricus	AGA	R	S	1.35903664103e-10	0.857142857143	0.75	0.0	0.210526315789	0.157894736842	1447.0	2.34104046243	8.0	1
Halocynthia	AGG	R	S	0.0675675535708	0.125	0.03125	0.0625	0.344086021505	0.010752688172	1343.0	0.0776699029126	10.0	0
Limulus	AGA	R	S	3.24373839794e-09	0.8	0.777777777778	0.0	0.15	0.116666666667	1439.0	2.124	8.0	1
Caenorhabditis	AGG	R	S	2.57098649991e-14	0.5	0.384615384615	0.0	0.151162790698	0.302325581395	1322.0	1.25	10.0	1
Caenorhabditis	AGA	R	S	2.57098649991e-14	0.777777777778	0.428571428571	0.0	0.56976744186	0.302325581395	1322.0	1.2882311487	8.0	1
Terebratulina	AGA	R	S	8.76012569832e-07	0.75	0.714285714286	0.0	0.132075471698	0.0943396226415	1431.0	2.15384615385	8.0	1
Katharina	AGG	R	S	4.65654543606e-09	0.4	0.333333333333	0.0	0.1	0.133333333333	1441.0	0.938271604938	10.0	1
Katharina	AGA	R	S	4.65654543606e-09	0.666666666667	0.5	0.0	0.2	0.133333333333	1441.0	1.56034482759	8.0	1
Trichinella	AGG	R	S	5.06726995021e-12	1.0	1.0	0.0	0.016393442623	0.245901639344	1246.0	3.5	10.0	1
Trichinella	AGA	R	S	5.06726995021e-12	1.0	0.466666666667	0.0	0.491803278689	0.245901639344	1246.0	1.15625	8.0	1
Balanoglossus	AGA	R	S	0.000443262258309	0.333333333333	0.5	0.0	0.078431372549	0.0392156862745	1452.0	1.69166666667	8.0	1
Drosophila	AGA	R	S	6.64417913395e-10	0.875	0.571428571429	0.0	0.241379310345	0.137931034483	1437.0	1.53645833333	8.0	1
Ciona	AGG	R	S	0.000946969370025	0.25	0.08	0.0	0.18115942029	0.0144927536232	1353.0	0.178918169209	10.0	1
Saccoglossus	AGA	R	S	0.00046253453041	0.666666666667	0.666666666667	0.0	0.0625	0.0416666666667	1450.0	1.19277108434	8.0	1
Daphnia	AGA	R	S	5.64128417033e-10	0.5	0.571428571429	0.0	0.237288135593	0.135593220339	1432.0	1.36479591837	8.0	1
Blanceolatum	AGA	R	S	0.0192307625913	0.5	0.5	0.0	0.0714285714286	0.0357142857143	788.0	1.72549019608	8.0	1
Epigonichthys	AGA	R	S	0.000443262258309	0.5	0.4	0.0	0.0980392156863	0.0392156862745	1450.0	1.16428571429	8.0	1

### Alignment improvement:
AGG	Ser	1.23e-06
AGA	Ser	3.99e-18
