### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
Metaseiulus_occidentalis	AAG	K	S	0.0	0.137931034483	0.2	0.111111111111	0.777777777778	0.243243243243	0.027027027027	1280.0	0.256267409471	2.0	0.0	0.0	0	0
Schistosoma	AAA	K	S	0.0	0.0416666666667	0.142857142857	0.0909090909091	0.0909090909091	0.289473684211	0.0263157894737	1325.0	0.00467289719626	0.0	0.0	0.385	0	0
Trichobilharzia_regenti	AAA	K	S	0.0	0.0416666666667	0.2	0.1	0.1	0.277777777778	0.0277777777778	1324.0	0.646153846154	0.0	0.0	0.385	0	0
Versteria_mustelae	AAA	K	S	0.0	0.0018115942029	0.4	0.153846153846	0.0	0.333333333333	0.0512820512821	1328.0	0.445972495088	0.0	0.0	0.489	0	0
Euseius_nicholsi	AAG	K	S	0.0	0.0892857142857	0.333333333333	0.142857142857	0.571428571429	0.2	0.0285714285714	1296.0	0.233576642336	2.0	0.0	0.0	0	0
Haplorchis_taichui	AAA	K	S	0.0	0.000610500610501	0.6	0.214285714286	0.0714285714286	0.325581395349	0.0697674418605	1320.0	0.895795246801	0.0	1.0	0.573	1	0
Echinococcus_equinus	AAA	K	S	0.0	0.0217391304348	0.5	0.5	0.0	0.0689655172414	0.0344827586207	1331.0	0.789473684211	0.0	1.0	0.678	1	0
Taenia_crassiceps	AAA	K	S	0.0	0.0416666666667	0.166666666667	0.0769230769231	0.0769230769231	0.342105263158	0.0263157894737	1333.0	0.271825396825	0.0	0.0	0.385	0	0
Tetrancistrum_nebulosi	AAA	K	S	0.0	0.0192307692308	0.166666666667	0.0833333333333	0.0	0.285714285714	0.0238095238095	1333.0	0.491452991453	0.0	0.0	0.385	0	0
Pseudogarypus_banksi	AAG	K	S	0.0	0.1	0.25	0.142857142857	0.714285714286	0.194444444444	0.0277777777778	1347.0	0.0505415162455	2.0	0.0	0.0	0	0
Benedenia_hoshinai	AAA	K	S	0.0	0.0042735042735	0.222222222222	0.142857142857	0.0714285714286	0.325581395349	0.046511627907	1333.0	0.670309653916	0.0	0.0	0.388	0	0

### Alignment improvement:
AAA	Ser	5.00e-01


### Prediction Prob. range for Positive :[ 0.573 - 0.678 ]

