### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
Metaseiulus_occidentalis	ATA	I	M	0.0	6.03230804476e-08	0.4	0.227272727273	0.159090909091	0.330827067669	0.0751879699248	1280.0	1.70718877849	4.0	1.0	0.993	1	1
Versteria_mustelae	ATT	I	M	1.0	0.739130344716	0.1	0.0232558139535	0.53488372093	0.398148148148	0.00925925925926	1328.0	1.02215568862	5.0	0.0	0.0	0	0
Euseius_nicholsi	ATA	I	M	0.0	2.40676167413e-07	0.4	0.194444444444	0.0833333333333	0.279069767442	0.0542635658915	1296.0	1.5878962536	4.0	1.0	0.972	1	1
Patiria	ATA	I	M	0.0	0.737704827474	0.0909090909091	0.02	0.62	0.520833333333	0.0104166666667	1351.0	1.24358974359	4.0	1.0	0.559	0	1
Daphnia	ATA	I	M	0.0	1.27908336601e-07	0.571428571429	0.545454545455	0.181818181818	0.114583333333	0.0625	1351.0	2.42488262911	4.0	1.0	0.999	1	1
Lumbricus	ATA	I	M	0.0	6.89933915034e-10	0.2	0.275862068966	0.0344827586207	0.25	0.0689655172414	1350.0	1.8014059754	4.0	1.0	0.976	1	1
Halocynthia	ATT	I	M	0.0	0.00132287883732	0.1	0.0178571428571	0.696428571429	0.629213483146	0.0674157303371	1348.0	0.935779816514	5.0	0.0	0.007	0	0
Halocynthia	ATA	I	M	0.0	0.00132287883732	0.5	0.185185185185	0.259259259259	0.303370786517	0.0674157303371	1348.0	1.5317535545	4.0	0.0	0.252	0	1
Limulus	ATA	I	M	0.0	3.71562716492e-11	0.5	0.392857142857	0.107142857143	0.233333333333	0.0916666666667	1351.0	2.08363970588	4.0	1.0	0.996	1	1
Axinella	ATA	I	M	0.0	0.350746199091	0.1	0.0243902439024	0.634146341463	0.440860215054	0.010752688172	1348.0	1.23302180685	4.0	1.0	0.553	0	1
Terebratulina	ATA	I	M	0.0	7.64051212068e-09	0.444444444444	0.296296296296	0.0740740740741	0.228813559322	0.0677966101695	1351.0	1.76654064272	4.0	1.0	0.996	1	1
Bfloridae	ATA	I	M	0.0	0.00369458000522	0.25	0.222222222222	0.111111111111	0.209302325581	0.046511627907	777.0	2.03072625698	4.0	1.0	0.66	1	1
Katharina	ATA	I	M	0.0	2.07335300376e-07	0.444444444444	0.318181818182	0.181818181818	0.209523809524	0.0666666666667	1348.0	2.06018518519	4.0	1.0	0.994	1	1
Tetrancistrum_nebulosi	ATT	I	M	0.0	0.187766694929	0.2	0.0689655172414	0.379310344828	0.302083333333	0.0208333333333	1333.0	1.15480427046	5.0	0.0	0.0	0	0
Trichinella	ATA	I	M	0.0	4.72241739465e-06	0.272727272727	0.160714285714	0.125	0.408759124088	0.0656934306569	1343.0	1.03129314312	4.0	1.0	0.781	1	1
Pseudogarypus_banksi	ATA	I	M	0.0	3.80110682621e-08	0.363636363636	0.196078431373	0.137254901961	0.303571428571	0.0595238095238	1347.0	1.45532128514	4.0	1.0	0.994	1	1
Myxine	ATA	I	M	0.0	3.71562716492e-11	0.5	0.297297297297	0.0810810810811	0.278195488722	0.0827067669173	1350.0	1.77288368892	4.0	1.0	0.995	1	1
Drosophila	ATA	I	M	0.0	2.33972763204e-11	0.5	0.44	0.12	0.227272727273	0.1	1351.0	2.39938398357	4.0	1.0	0.997	1	1
Ciona	ATA	I	M	0.0	1.12038251524e-07	0.272727272727	0.163265306122	0.102040816327	0.35	0.0571428571429	1348.0	1.46499477534	4.0	1.0	0.972	1	1
Epigonichthys	ATA	I	M	0.0	2.91964681372e-08	0.571428571429	0.285714285714	0.047619047619	0.221052631579	0.0631578947368	1351.0	1.99876084263	4.0	1.0	0.998	1	1
Strigamia_maritima	ATA	I	M	0.0	2.01818775263e-09	0.5	0.322580645161	0.129032258065	0.281818181818	0.0909090909091	1351.0	2.00418410042	4.0	1.0	0.996	1	1
Caenorhabditis	ATT	I	M	0.0	3.63769311754e-06	0.0833333333333	0.0131578947368	0.473684210526	0.638655462185	0.0672268907563	1346.0	1.08055274688	5.0	0.0	0.416	0	0
Caenorhabditis	ATA	I	M	0.0	3.63769311754e-06	0.363636363636	0.212121212121	0.0606060606061	0.27731092437	0.0672268907563	1346.0	1.44851794072	4.0	1.0	0.867	1	1
Homo	ATA	I	M	0.0	1.5079673145e-10	0.444444444444	0.346153846154	0.0769230769231	0.206349206349	0.0714285714286	1351.0	2.21386138614	4.0	1.0	0.999	1	1
Ascidiella_aspersa	ATA	I	M	0.0	1.92254386236e-06	0.363636363636	0.172413793103	0.0689655172414	0.261261261261	0.045045045045	1350.0	1.54351687389	4.0	1.0	0.947	1	1
Blanceolatum	ATA	I	M	0.0	0.000547345185958	0.4	0.3	0.1	0.212765957447	0.063829787234	775.0	2.27272727273	4.0	1.0	0.689	1	1

### Alignment improvement:
ATA	Met	2.03e-10


### Prediction Prob. range for Positive :[ 0.553 - 0.999 ]

