### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction	probability
Paracentrotus	AAA	K	N	0.0	8.11881616835e-06	1.0	0.833333333333	0.0	0.545454545455	0.454545454545	979.0	4.02797202797	0.0	1.0	0.705
Schistosoma	AAG	K	N	0.0	0.0454545454545	0.25	0.111111111111	0.666666666667	0.5625	0.25	842.0	0.507042253521	2.0	0.0	0.222
Schistosoma	AAA	K	N	0.0	0.0454545454545	0.75	0.428571428571	0.142857142857	0.4375	0.25	842.0	2.46385542169	0.0	1.0	0.833
Fasciola	AAG	K	N	0.0	0.0416666666667	0.333333333333	0.1	0.6	0.833333333333	0.25	878.0	0.160337552743	2.0	0.0	0.132
Fasciola	AAA	K	N	0.0	0.0416666666667	1.0	1.0	0.0	0.166666666667	0.25	878.0	5.21739130435	0.0	1.0	0.753
Patiria	AAA	K	N	0.0	3.8240800793e-07	1.0	0.9375	0.0	0.64	0.6	979.0	4.44415584416	0.0	1.0	0.917
Halocynthia	AAA	K	N	0.0	0.222222222222	0.333333333333	0.166666666667	0.5	0.375	0.0625	963.0	0.581560283688	0.0	0.0	0.333
Trichinella	AAA	K	N	0.0	0.55	0.25	0.0625	0.5	0.888888888889	0.0555555555556	866.0	0.279255319149	0.0	0.0	0.263

### Alignment improvement:
AAA	Asn	4.57e-05


### Prediction Prob. range for Positive :[ 0.705 - 0.917 ]

