### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction	probability	clad_valid	trans_valid
Lumbricus	ATA	I	M	0.0	8.85372388795e-06	0.25	0.357142857143	0.214285714286	0.172839506173	0.0617283950617	988.0	1.92283950617	4.0	1.0	0.863	1
Halocynthia	ATA	I	M	0.0	0.205882315708	0.2	0.0384615384615	0.384615384615	0.333333333333	0.0128205128205	973.0	1.06862745098	4.0	0.0	0.377	0
Limulus	ATT	I	M	0.0	1.41430310635e-05	0.166666666667	0.0185185185185	0.685185185185	0.504672897196	0.0841121495327	989.0	1.09976433621	5.0	0.0	0.293	0
Limulus	ATA	I	M	0.0	1.41430310635e-05	0.333333333333	0.285714285714	0.285714285714	0.261682242991	0.0841121495327	989.0	2.01062215478	4.0	1.0	0.69	1
Caenorhabditis	ATA	I	M	0.0	9.57635493162e-06	0.4	0.272727272727	0.136363636364	0.271604938272	0.0740740740741	969.0	1.70825335893	4.0	1.0	0.771	1
Terebratulina	ATA	I	M	0.0	2.19536214773e-05	0.333333333333	0.294117647059	0.235294117647	0.215189873418	0.0632911392405	990.0	1.79052369077	4.0	1.0	0.786	1
Katharina	ATA	I	M	0.0	0.0180327834893	0.666666666667	0.181818181818	0.636363636364	0.142857142857	0.025974025974	987.0	2.21755725191	4.0	1.0	0.609	1
Trichinella	ATC	I	M	0.0	0.000331257982635	0.166666666667	0.025641025641	0.410256410256	0.339130434783	0.0782608695652	913.0	0.749178532311	7.0	0.0	0.257	0
Trichinella	ATA	I	M	0.0	0.000331257982635	0.4	0.166666666667	0.166666666667	0.417391304348	0.0782608695652	913.0	1.14463176575	4.0	1.0	0.623	1
Drosophila	ATT	I	M	0.0	1.67546342065e-06	0.166666666667	0.0151515151515	0.772727272727	0.717391304348	0.0978260869565	990.0	1.0706940874	5.0	0.0	0.376	0
Drosophila	ATA	I	M	0.0	1.67546342065e-06	0.333333333333	0.363636363636	0.227272727273	0.239130434783	0.0978260869565	990.0	2.32684824903	4.0	1.0	0.846	1
Myxine	ATA	I	M	0.0	9.51613461223e-07	0.4	0.296296296296	0.259259259259	0.26213592233	0.0776699029126	990.0	1.90327613105	4.0	1.0	0.916	1
Ciona	ATA	I	M	0.0	0.00126452473241	0.2	0.121212121212	0.242424242424	0.336734693878	0.0408163265306	979.0	1.34871794872	4.0	1.0	0.667	1
Daphnia	ATA	I	M	0.0	0.00292226667079	0.666666666667	0.333333333333	0.5	0.0789473684211	0.0263157894737	989.0	2.62411347518	4.0	1.0	0.596	1
Homo	ATA	I	M	0.0	2.31472828494e-06	0.5	0.333333333333	0.277777777778	0.1875	0.0625	988.0	2.31884057971	4.0	1.0	0.853	1
Epigonichthys	ATA	I	M	0.0	0.000201205246186	0.5	0.222222222222	0.333333333333	0.233766233766	0.0519480519481	990.0	2.03827751196	4.0	1.0	0.766	1

### Alignment improvement:
ATA	Met	5.08e-02


### Prediction Prob. range for Positive :[ 0.596 - 0.916 ]

