### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction	probability
Paracentrotus	GGA	G	S	0.0	0.674157190872	0.2	0.0166666666667	0.95	0.652173913043	0.0108695652174	990.0	0.0682302771855	40.0	0.0	0.005
Schistosoma	GGT	G	S	1.0	0.250847434805	0.2	0.02	0.76	0.641025641026	0.025641025641	920.0	0.0528559249787	41.0	0.0	0.005
Schistosoma	GGA	G	S	1.0	0.250847434805	0.5	0.111111111111	0.555555555556	0.115384615385	0.025641025641	920.0	0.449275362319	40.0	0.0	0.022
Fasciola	GGT	G	S	0.0	0.816348051725	0.4	0.046511627907	0.744186046512	0.530864197531	0.037037037037	924.0	0.0407554671968	41.0	0.0	0.005
Fasciola	GGG	G	S	0.0	0.816348051725	0.2	0.0285714285714	0.714285714286	0.432098765432	0.037037037037	924.0	-0.0108695652174	42.0	0.0	0.005
Caenorhabditis	GGT	G	S	0.0	0.725352017853	0.2	0.0243902439024	0.926829268293	0.525641025641	0.0128205128205	969.0	0.0250521920668	41.0	0.0	0.005
Axinella	GGT	G	S	0.0	0.148351616103	0.333333333333	0.0588235294118	0.941176470588	0.184782608696	0.0108695652174	988.0	0.157894736842	41.0	0.0	0.051
Acropora	GGT	G	S	0.0	0.429347786683	0.25	0.0454545454545	0.909090909091	0.226804123711	0.0103092783505	989.0	0.0907297830375	41.0	0.0	0.009
Trichinella	GGG	G	S	0.0	0.0230769151095	1.0	0.333333333333	0.666666666667	0.0384615384615	0.0128205128205	913.0	0.652173913043	42.0	0.0	0.194
Ciona	GGT	G	S	6.0	0.735294026256	0.2	0.1	0.8	0.5	0.05	979.0	0.0632911392405	41.0	0.0	0.052
Daphnia	GGG	G	S	0.0	0.777173836112	0.2	0.0243902439024	0.975609756098	0.436170212766	0.0106382978723	989.0	0.0689655172414	42.0	0.0	0.005
