#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
COX1                 PF00115.18   426 LmeyeA               -            534  1.3e-143  478.8  56.8   1   1  9.8e-148  1.6e-143  478.5  56.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 SpombA               -            537  1.4e-141  472.2  50.6   1   1    2e-145  1.7e-141  471.9  50.6     1   426    19   466    19   466 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF1422              PF07226.9    114 SpombA               -            537       0.5   10.3   6.6   1   3     0.042   3.4e+02    1.1   0.1    74    94    33    55     5    65 0.73 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 SpombA               -            537       0.5   10.3   6.6   2   3      0.02   1.6e+02    2.2   0.3     8    40   314   346   308   357 0.89 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 SpombA               -            537       0.5   10.3   6.6   3   3   0.00035       2.8    7.8   0.2    35    70   464   499   449   505 0.86 Protein of unknown function (DUF1422)
COX1                 PF00115.18   426 SpastA               -            534  7.9e-144  479.5  56.8   1   1  5.7e-148  9.3e-144  479.3  56.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 AacerA               -            535  3.3e-139  464.3  61.4   1   1  2.6e-143  4.2e-139  463.9  61.4     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CmetaD               -            531  5.1e-136  453.8  57.5   1   1  3.7e-140  6.1e-136  453.5  57.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CgigaA               -            531  2.2e-134  448.4  62.7   1   1  1.6e-138  2.6e-134  448.2  62.7     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CsantA               -            497  1.3e-130  436.0  48.4   1   1  9.5e-135  1.5e-130  435.7  48.4    24   426     1   425     1   425 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CtropB               -            531  7.2e-136  453.3  60.6   1   1  1.1e-139    9e-136  453.0  60.6     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CtropB               -            531      0.17   11.9   0.3   1   2      0.27   2.2e+03   -1.4   0.2    11    36   181   206   174   224 0.69 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CtropB               -            531      0.17   11.9   0.3   2   2   0.00012      0.94    9.4   0.0     7    42   440   475   435   485 0.85 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 CtropA               -            531  7.2e-136  453.3  60.6   1   1  1.1e-139    9e-136  453.0  60.6     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CtropA               -            531      0.17   11.9   0.3   1   2      0.27   2.2e+03   -1.4   0.2    11    36   181   206   174   224 0.69 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CtropA               -            531      0.17   11.9   0.3   2   2   0.00012      0.94    9.4   0.0     7    42   440   475   435   485 0.85 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 WpijpA               -            535  1.2e-144  482.3  56.6   1   1  8.4e-149  1.4e-144  482.0  56.6     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 BarxA                -            534  2.1e-140  468.2  52.9   1   1  1.5e-144  2.5e-140  468.0  52.9     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CoxycA               -            530  3.5e-132  441.2  55.5   1   1  5.3e-136  4.3e-132  440.9  55.5     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CoxycA               -            530     0.097   12.7   0.3   1   2     0.098     8e+02   -0.0   0.3    13    34   183   205   174   227 0.73 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CoxycA               -            530     0.097   12.7   0.3   2   2   0.00017       1.4    8.9   0.0     7    45   440   479   435   503 0.78 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 CsubhA               -            531  4.9e-133  444.0  61.4   1   1  3.6e-137  5.8e-133  443.7  61.4     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CsubhB               -            531  4.9e-133  444.0  61.4   1   1  3.6e-137  5.8e-133  443.7  61.4     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 OanguA               -            539  1.2e-145  485.5  56.9   1   1  8.6e-150  1.4e-145  485.3  56.9     1   426    19   466    19   466 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 SarboA               -            534    8e-140  466.3  55.2   1   1  5.8e-144  9.4e-140  466.1  55.2     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CcastA               -            535  9.8e-141  469.3  54.2   1   1  1.4e-144  1.1e-140  469.1  54.2     2   426    15   461    14   461 0.97 Cytochrome C and Quinol oxidase polypeptide I
Col_cuticle_N        PF01484.15    50 CcastA               -            535       4.2    7.4   7.6   1   2       1.2   9.7e+03   -3.4   1.2     8    20   191   203   189   210 0.76 Nematode cuticle collagen N-terminal domain
Col_cuticle_N        PF01484.15    50 CcastA               -            535       4.2    7.4   7.6   2   2   4.4e-05      0.36   10.8   0.7     1    24   453   476   453   483 0.92 Nematode cuticle collagen N-terminal domain
COX1                 PF00115.18   426 KtherA               -            534    2e-143  478.2  56.8   1   1  1.5e-147  2.4e-143  478.0  56.8     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CblacA               -            531  1.2e-137  459.2  59.8   1   1  8.8e-142  1.4e-137  458.9  59.8     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CnorvA               -            535  3.1e-144  480.9  56.0   1   1  2.3e-148  3.7e-144  480.6  56.0     1   426    14   461    14   461 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CviswA               -            548  6.6e-136  453.4  58.5   1   1  5.2e-140  8.5e-136  453.1  58.5     1   426    15   462    15   466 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MstarA               -            541  8.2e-140  466.3  53.0   1   1    6e-144  9.8e-140  466.0  53.0     1   426    19   466    19   466 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 NbaciA               -            534  1.2e-143  479.0  55.7   1   1  8.4e-148  1.4e-143  478.7  55.7     2   426    14   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CbohiA               -            532    1e-131  439.6  61.7   1   1  7.6e-136  1.2e-131  439.4  61.7     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LstarA               -            577  4.6e-148  493.5  60.3   1   1  3.6e-152  5.9e-148  493.1  60.3     1   426    47   494    47   494 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MfariA               -            530  2.9e-135  451.3  60.9   1   1    2e-139  3.3e-135  451.1  60.9     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 MfariB               -            533  5.4e-136  453.7  58.1   1   1    4e-140  6.5e-136  453.5  58.1     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CalaiA               -            535    1e-131  439.6  62.9   1   1    8e-136  1.3e-131  439.3  62.9     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LanspB               -            534  6.5e-142  473.2  56.9   1   1  4.8e-146  7.8e-142  473.0  56.9     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CphanA               -            535  2.4e-137  458.2  60.2   1   1  1.9e-141  3.1e-137  457.8  60.2     1   426    18   465    18   465 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 LanspA               -            534  5.1e-144  480.2  57.0   1   1  7.3e-148    6e-144  479.9  57.0     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 LanspA               -            534      0.63    9.7   4.3   1   1    0.0004       3.3    7.4   4.3     2    18   342   358   341   358 0.93 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 CsojaA               -            531  2.9e-136  454.6  61.5   1   1  4.5e-140  3.7e-136  454.3  61.5     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CsojaA               -            531      0.03   14.3   0.4   1   2      0.11   8.9e+02   -0.2   0.2    11    37   181   207   173   227 0.71 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CsojaA               -            531      0.03   14.3   0.4   2   2   3.2e-05      0.26   11.3   0.0     7    42   440   475   435   483 0.87 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 CglabA               -            534  3.1e-144  480.9  59.3   1   1  2.3e-148  3.7e-144  480.6  59.3     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 ScryoA               -            541  1.1e-144  482.4  48.1   1   1  1.5e-148  1.2e-144  482.2  48.1     1   425    22   469    22   470 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF1422              PF07226.9    114 ScryoA               -            541      0.15   12.0   8.0   1   3     0.053   4.3e+02    0.8   0.2    59    94    20    58     2    69 0.65 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 ScryoA               -            541      0.15   12.0   8.0   2   3    0.0086        70    3.4   0.5     8    40   317   349   311   406 0.90 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 ScryoA               -            541      0.15   12.0   8.0   3   3   8.2e-05      0.67    9.9   0.1    35    70   468   503   454   508 0.85 Protein of unknown function (DUF1422)
COX1                 PF00115.18   426 CneerA               -            531  5.2e-136  453.8  60.2   1   1  8.2e-140  6.7e-136  453.4  60.2     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF2670              PF10875.6    141 CneerA               -            531     0.088   12.8   0.2   1   2      0.28   2.2e+03   -1.5   0.2    11    39   181   209   174   225 0.68 Protein of unknown function (DUF2670)
DUF2670              PF10875.6    141 CneerA               -            531     0.088   12.8   0.2   2   2   6.3e-05      0.51   10.3   0.0     7    42   440   475   435   497 0.88 Protein of unknown function (DUF2670)
COX1                 PF00115.18   426 CsakeA               -            532  6.1e-138  460.1  59.8   1   1  4.5e-142  7.3e-138  459.9  59.8     1   425    15   461    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 HuvarA               -            518  3.8e-126  421.3  64.3   1   1  2.8e-130  4.6e-126  421.0  64.3     1   425     9   451     9   452 0.96 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CjiufA               -            531  4.2e-136  454.1  60.6   1   1  6.3e-140  5.2e-136  453.8  60.6     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF3789              PF12664.5     32 CjiufA               -            531       1.4    8.5   6.1   1   1   0.00073       5.9    6.6   6.1     2    18   344   360   343   360 0.94 Protein of unknown function (DUF3789)
COX1                 PF00115.18   426 KlactA               -            534  3.8e-144  480.6  54.6   1   1  5.7e-148  4.6e-144  480.3  54.6     1   426    13   460    13   460 0.98 Cytochrome C and Quinol oxidase polypeptide I
Col_cuticle_N        PF01484.15    50 KlactA               -            534       5.2    7.1   6.9   1   2         2   1.6e+04   -4.4   1.1     9    21   191   203   189   207 0.78 Nematode cuticle collagen N-terminal domain
Col_cuticle_N        PF01484.15    50 KlactA               -            534       5.2    7.1   6.9   2   2   4.9e-05       0.4   10.7   0.5     1    23   452   474   452   482 0.92 Nematode cuticle collagen N-terminal domain
COX1                 PF00115.18   426 CzempA               -            549  2.6e-136  454.8  51.9   1   1  1.9e-140    3e-136  454.5  51.9     2   426    31   477    30   477 0.97 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CmetaB               -            531  5.1e-136  453.8  57.5   1   1  3.7e-140  6.1e-136  453.5  57.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CmetaC               -            531  5.1e-136  453.8  57.5   1   1  3.7e-140  6.1e-136  453.5  57.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CmetaA               -            531  5.1e-136  453.8  57.5   1   1  3.7e-140  6.1e-136  453.5  57.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CmetaF               -            531  5.1e-136  453.8  57.5   1   1  3.7e-140  6.1e-136  453.5  57.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CfrijA               -            531  8.5e-136  453.1  59.4   1   1  6.6e-140  1.1e-135  452.7  59.4     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CgallA               -            536  1.8e-135  452.0  61.1   1   1  1.3e-139  2.2e-135  451.7  61.1     2   426    19   466    18   466 0.96 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 CmetaE               -            531  5.1e-136  453.8  57.5   1   1  3.7e-140  6.1e-136  453.5  57.5     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 PpastA               -            535  3.4e-144  480.7  54.4   1   1  2.6e-148  4.2e-144  480.4  54.4     1   426    15   462    15   462 0.98 Cytochrome C and Quinol oxidase polypeptide I
COX1                 PF00115.18   426 SjapoA               -            534  1.1e-139  465.8  44.8   1   1  1.7e-143  1.4e-139  465.6  44.8     1   426    12   464    12   464 0.98 Cytochrome C and Quinol oxidase polypeptide I
DUF1422              PF07226.9    114 SjapoA               -            534     0.061   13.2   4.7   1   3      0.12     1e+03   -0.4   0.0    71    93    23    47     2    57 0.68 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 SjapoA               -            534     0.061   13.2   4.7   2   3     0.024     2e+02    1.9   0.4     8    41   311   344   305   354 0.87 Protein of unknown function (DUF1422)
DUF1422              PF07226.9    114 SjapoA               -            534     0.061   13.2   4.7   3   3   7.4e-05      0.61   10.0   0.1    35    70   462   497   447   499 0.88 Protein of unknown function (DUF1422)
COX1                 PF00115.18   426 CalbiE               -            531  2.2e-135  451.7  60.9   1   1  1.8e-139  2.9e-135  451.3  60.9     1   426    15   462    15   462 0.97 Cytochrome C and Quinol oxidase polypeptide I
