### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
Metaseiulus_occidentalis	AAA	K	N	0.0	0.620689655172	0.125	0.0357142857143	0.75	0.756756756757	0.027027027027	1280.0	-0.0546946216955	0.0	0.0	0.21	0	1
Paracentrotus	AAA	K	N	0.0	1.95934505722e-11	1.0	1.0	0.0	0.309523809524	0.309523809524	1351.0	4.18677042802	0.0	1.0	0.997	1	1
Schistosoma	AAG	K	N	0.0	0.00267806267806	0.125	0.037037037037	0.814814814815	0.710526315789	0.105263157895	1325.0	0.011396011396	2.0	0.0	0.0	0	0
Schistosoma	AAA	K	N	0.0	0.00267806267806	0.428571428571	0.272727272727	0.0909090909091	0.289473684211	0.105263157895	1325.0	0.939252336449	0.0	1.0	0.677	1	1
Fasciola	AAG	K	N	0.0	0.0126495726496	0.125	0.0357142857143	0.821428571429	0.848484848485	0.0909090909091	1332.0	-0.00816696914701	2.0	0.0	0.0	0	0
Fasciola	AAA	K	N	0.0	0.0126495726496	0.25	0.4	0.2	0.151515151515	0.0909090909091	1332.0	1.85567010309	0.0	1.0	0.724	1	1
Trichobilharzia_regenti	AAG	K	N	0.0	0.000595238095238	0.142857142857	0.0384615384615	0.846153846154	0.722222222222	0.138888888889	1324.0	0.1181640625	2.0	0.0	0.034	0	0
Trichobilharzia_regenti	AAA	K	N	0.0	0.000595238095238	0.6	0.4	0.1	0.277777777778	0.138888888889	1324.0	2.38974358974	0.0	1.0	0.771	1	1
Versteria_mustelae	AAG	K	N	0.0	3.0525030525e-05	0.125	0.0384615384615	0.846153846154	0.666666666667	0.153846153846	1328.0	0.0244618395303	2.0	0.0	0.142	0	0
Versteria_mustelae	AAA	K	N	0.0	3.0525030525e-05	0.4	0.384615384615	0.0	0.333333333333	0.153846153846	1328.0	1.67779960707	0.0	1.0	0.589	1	1
Euseius_nicholsi	AAA	K	N	1.0	0.571428571429	0.125	0.0357142857143	0.821428571429	0.8	0.0285714285714	1296.0	-0.0733695652174	0.0	0.0	0.21	0	1
Patiria	AAA	K	N	0.0	3.2996187812e-12	1.0	1.0	0.0	0.348837209302	0.348837209302	1351.0	4.35714285714	0.0	1.0	0.997	1	1
Haplorchis_taichui	AAG	K	N	0.0	2.62934599698e-05	0.125	0.0344827586207	0.827586206897	0.674418604651	0.162790697674	1320.0	0.0245398773006	2.0	0.0	0.124	0	0
Haplorchis_taichui	AAA	K	N	0.0	2.62934599698e-05	0.6	0.428571428571	0.0714285714286	0.325581395349	0.162790697674	1320.0	2.21023765996	0.0	1.0	0.582	1	1
Halocynthia	AAA	K	N	3.0	0.211538461538	0.142857142857	0.0769230769231	0.769230769231	0.40625	0.03125	1348.0	0.358974358974	0.0	0.0	0.238	0	1
Echinococcus_equinus	AAG	K	N	0.0	0.0287655278972	0.125	0.037037037037	0.814814814815	0.931034482759	0.0344827586207	1331.0	0.0160075329567	2.0	0.0	0.0	0	0
Taenia_crassiceps	AAG	K	N	0.0	0.000147362216328	0.142857142857	0.04	0.88	0.657894736842	0.157894736842	1333.0	0.114837398374	2.0	0.0	0.201	0	0
Taenia_crassiceps	AAA	K	N	0.0	0.000147362216328	0.333333333333	0.384615384615	0.0769230769231	0.342105263158	0.157894736842	1333.0	1.60119047619	0.0	1.0	0.631	1	1
Tetrancistrum_nebulosi	AAA	K	N	0.0	6.79088554506e-07	0.666666666667	0.5	0.0	0.285714285714	0.142857142857	1333.0	2.43162393162	0.0	1.0	0.922	1	1
Trichinella	AAA	K	N	1.0	0.732142857143	0.2	0.0588235294118	0.823529411765	0.515151515152	0.030303030303	1343.0	0.147368421053	0.0	0.0	0.21	0	1
Pseudogarypus_banksi	AAA	K	N	1.0	0.583333333333	0.125	0.0344827586207	0.827586206897	0.805555555556	0.0277777777778	1347.0	0.0896309314587	0.0	0.0	0.21	0	1
Benedenia_hoshinai	AAA	K	N	0.0	2.10517451897e-05	0.444444444444	0.357142857143	0.0714285714286	0.325581395349	0.116279069767	1333.0	1.83606557377	0.0	1.0	0.617	1	1
Caenorhabditis	AAA	K	N	0.0	0.6	0.1	0.0333333333333	0.633333333333	0.833333333333	0.0277777777778	1346.0	-0.190355329949	0.0	0.0	0.21	0	1

### Alignment improvement:
AAA	Asn	5.30e-08


### Prediction Prob. range for Positive :[ 0.582 - 0.997 ]

