### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Mesostigma_viride	ATT	I	T	0.56442734211	0.1875	0.0177777777778	0.697777777778	0.773195876289	0.0171821305842	3748.0	-0.743881997989	5.0	0
Mesostigma_viride	ATA	I	T	0.56442734211	0.0833333333333	0.0208333333333	0.604166666667	0.164948453608	0.0171821305842	3748.0	-0.716334661355	4.0	0
Dunaliella_salina	ATT	I	T	0.805834397007	0.428571428571	0.036036036036	0.45045045045	0.70253164557	0.0253164556962	1954.0	-0.711726384365	5.0	0
Chaetosphaeridium_globosum	ATT	I	T	0.804534494153	0.117647058824	0.0106951871658	0.839572192513	0.601286173633	0.0064308681672	3858.0	-0.794028646359	5.0	0
Pycnococcus_provasolii	ATT	I	T	0.598214146996	0.0769230769231	0.00714285714286	0.635714285714	0.663507109005	0.00473933649289	2964.0	-0.759388759389	5.0	0
Bracteacoccus_aerius	ATT	I	T	0.821007176006	0.166666666667	0.0454545454545	0.613636363636	0.403669724771	0.045871559633	2729.0	-0.654975530179	5.0	0
Bracteacoccus_aerius	ATC	I	T	0.821007176006	0.25	0.0461538461538	0.630769230769	0.596330275229	0.045871559633	2729.0	-0.640199888951	7.0	0
Pseudendoclonium_akinetum	ATT	I	T	0.587350924691	0.125	0.0177514792899	0.508875739645	0.552287581699	0.0261437908497	3709.0	-0.666444888002	5.0	0
Pseudendoclonium_akinetum	ATC	I	T	0.587350924691	0.0833333333333	0.0263157894737	0.657894736842	0.124183006536	0.0261437908497	3709.0	-0.758208955224	7.0	0
Pseudendoclonium_akinetum	ATA	I	T	0.587350924691	0.266666666667	0.040404040404	0.525252525253	0.323529411765	0.0261437908497	3709.0	-0.628976619394	4.0	0
Polytoma_uvella	ATT	I	T	0.771753246753	0.142857142857	0.0357142857143	0.642857142857	0.241379310345	0.0258620689655	1951.0	-0.751968503937	5.0	0
Polytoma_uvella	ATC	I	T	0.771753246753	0.285714285714	0.0227272727273	0.409090909091	0.758620689655	0.0258620689655	1951.0	-0.684507042254	7.0	0
Prototheca_wickerhamii	ATT	I	T	0.0360016774877	0.0625	0.00534759358289	0.72192513369	0.597444089457	0.0159744408946	3819.0	-0.781212121212	5.0	0
Prototheca_wickerhamii	ATA	I	T	0.0360016774877	0.2	0.0421052631579	0.578947368421	0.303514376997	0.0159744408946	3819.0	-0.598196785574	4.0	0
Chlorokybus_atmophyticus	ATA	I	T	0.0708112287516	0.117647058824	0.0181818181818	0.681818181818	0.33950617284	0.00617283950617	3866.0	-0.684371807967	4.0	0
Bracteacoccus_minor	ATT	I	T	0.421506352087	0.0909090909091	0.0222222222222	0.644444444444	0.535714285714	0.0357142857143	2519.0	-0.711307137129	5.0	0
Bracteacoccus_minor	ATC	I	T	0.421506352087	0.2	0.0512820512821	0.666666666667	0.464285714286	0.0357142857143	2519.0	-0.610526315789	7.0	0
Chromochloris_zofingiensis	ATT	I	T	0.162714097497	0.166666666667	0.0208333333333	0.40625	0.849557522124	0.0265486725664	2378.0	-0.694748772195	5.0	0
Chromochloris_zofingiensis	ATC	I	T	0.162714097497	0.125	0.0666666666667	0.266666666667	0.132743362832	0.0265486725664	2378.0	-0.462068965517	7.0	0
Nephroselmis_olivacea	ATT	I	T	0.282495662712	0.117647058824	0.00749063670412	0.7265917603	0.850318471338	0.00955414012739	3857.0	-0.817398672504	5.0	0
Nephroselmis_olivacea	ATA	I	T	0.282495662712	0.0833333333333	0.0384615384615	0.692307692308	0.0828025477707	0.00955414012739	3857.0	-0.682014388489	4.0	0

### Alignment improvement:
