### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Paracentrotus	TGT	C	F	0.222222222222	0.2	0.166666666667	0.5	0.5	0.0833333333333	1452.0	-0.271186440678	25.0	0
Schistosoma	TGT	C	F	0.75	0.125	0.0416666666667	0.0416666666667	0.8	0.0333333333333	1212.0	-1.3209700428	25.0	0
Fasciola	TGT	C	F	0.0047619047619	0.333333333333	0.117647058824	0.0882352941176	0.971428571429	0.114285714286	1299.0	-0.625641025641	25.0	1
Patiria	TGT	C	F	0.166666666667	0.333333333333	0.333333333333	0.666666666667	0.3	0.1	1441.0	-0.0823529411765	25.0	0
Lumbricus	TGC	C	F	0.722222222222	0.333333333333	0.2	0.8	0.454545454545	0.181818181818	1447.0	-0.415492957746	27.0	0
Lumbricus	TGT	C	F	0.722222222222	0.2	0.166666666667	0.5	0.545454545455	0.181818181818	1447.0	-1.03636363636	25.0	0
Halocynthia	TGT	C	F	0.0166666666667	0.222222222222	0.1	0.3	1.0	0.1	1343.0	-1.01742160279	25.0	0
Caenorhabditis	TGT	C	F	0.02	0.125	0.047619047619	0.190476190476	1.0	0.047619047619	1322.0	-1.20033670034	25.0	0
Terebratulina	TGT	C	F	0.111111111111	0.333333333333	0.25	0.25	0.285714285714	0.0714285714286	1431.0	-0.882882882883	25.0	0
Metridium	TGT	C	F	0.571428571429	0.25	0.142857142857	0.714285714286	0.777777777778	0.111111111111	1453.0	-0.864077669903	25.0	0
Trichinella	TGT	C	F	0.02	0.25	0.166666666667	0.666666666667	0.666666666667	0.111111111111	1246.0	-0.670588235294	25.0	0
Balanoglossus	TGT	C	F	0.222222222222	0.333333333333	0.25	0.75	0.333333333333	0.0833333333333	1452.0	-0.129310344828	25.0	0
Saccoglossus	TGC	C	F	0.111111111111	0.5	0.333333333333	0.333333333333	0.3	0.1	1450.0	1.53409090909	27.0	0

### Alignment improvement:
TGT	Phe	4.65e-01
