### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Paracentrotus	TTC	F	Y	0.768137254902	0.0909090909091	0.0212765957447	0.893617021277	0.3671875	0.015625	1404.0	2.53698630137	23.0	0
Paracentrotus	TTT	F	Y	0.768137254902	0.0909090909091	0.0123456790123	0.938271604938	0.6328125	0.015625	1404.0	2.6437994723	21.0	0
Schistosoma	TTT	F	Y	0.770688476678	0.545454545455	0.104166666667	0.458333333333	0.932038834951	0.0970873786408	1194.0	1.62026968247	21.0	0
Fasciola	TTT	F	Y	0.701207243461	0.7	0.135593220339	0.449152542373	0.951612903226	0.129032258065	1268.0	1.75363346331	21.0	0
Patiria	TTT	F	Y	0.339481555334	0.166666666667	0.0263157894737	0.894736842105	0.59375	0.015625	1396.0	2.50621468927	21.0	0
Lumbricus	TTC	F	Y	0.806806921851	0.125	0.0222222222222	0.866666666667	0.354330708661	0.0314960629921	1402.0	2.56803044719	23.0	0
Lumbricus	TTT	F	Y	0.806806921851	0.25	0.0365853658537	0.853658536585	0.645669291339	0.0314960629921	1402.0	2.52744380554	21.0	0
Halocynthia	TTC	F	Y	0.232946595015	0.333333333333	0.166666666667	0.666666666667	0.0431654676259	0.0719424460432	1309.0	3.37323943662	23.0	0
Halocynthia	TTT	F	Y	0.232946595015	0.545454545455	0.0676691729323	0.691729323308	0.956834532374	0.0719424460432	1309.0	2.08012618297	21.0	0
Limulus	TTC	F	Y	0.834759517994	0.25	0.0434782608696	0.934782608696	0.353846153846	0.0461538461538	1394.0	2.8176744186	23.0	0
Limulus	TTT	F	Y	0.834759517994	0.3	0.047619047619	0.857142857143	0.646153846154	0.0461538461538	1394.0	2.56736146416	21.0	0
Caenorhabditis	TTT	F	Y	0.711564912501	0.545454545455	0.0757575757576	0.628787878788	0.94964028777	0.0719424460432	1295.0	2.09194673431	21.0	0
Axinella	TTT	F	Y	0.614234306712	0.25	0.0322580645161	0.822580645161	0.925373134328	0.0298507462687	1401.0	2.51132463967	21.0	0
Terebratulina	TTC	F	Y	0.515566527557	0.25	0.0571428571429	0.871428571429	0.603448275862	0.0431034482759	1380.0	2.66869671133	23.0	0
Terebratulina	TTT	F	Y	0.515566527557	0.111111111111	0.0217391304348	0.913043478261	0.396551724138	0.0431034482759	1380.0	2.66022099448	21.0	0
Bfloridae	TTT	F	Y	0.622807017544	0.125	0.0212765957447	0.893617021277	0.758064516129	0.0161290322581	757.0	2.53023663453	21.0	0
Katharina	TTC	F	Y	0.0126488905625	0.285714285714	0.1875	0.6875	0.125	0.046875	1399.0	2.80205655527	23.0	0
Katharina	TTT	F	Y	0.0126488905625	0.272727272727	0.0267857142857	0.875	0.875	0.046875	1399.0	2.56269230769	21.0	0
Geodia	TTC	F	Y	0.793241036074	0.166666666667	0.05	0.9	0.151515151515	0.0378787878788	1402.0	2.83227176221	23.0	0
Geodia	TTT	F	Y	0.793241036074	0.333333333333	0.0357142857143	0.794642857143	0.848484848485	0.0378787878788	1402.0	2.36761904762	21.0	0
Metridium	TTC	F	Y	0.498179739955	0.166666666667	0.0714285714286	0.857142857143	0.208955223881	0.0522388059701	1403.0	2.74079754601	23.0	0
Metridium	TTT	F	Y	0.498179739955	0.363636363636	0.0471698113208	0.811320754717	0.791044776119	0.0522388059701	1403.0	2.55542168675	21.0	0
Acropora	TTT	F	Y	0.659961224132	0.333333333333	0.0472440944882	0.803149606299	0.920289855072	0.0434782608696	1402.0	2.44183707677	21.0	0
Trichinella	TTC	F	Y	0.0283184463219	0.285714285714	0.0377358490566	0.811320754717	0.514563106796	0.0970873786408	1216.0	2.56071719641	23.0	0
Trichinella	TTT	F	Y	0.0283184463219	0.5	0.16	0.6	0.485436893204	0.0970873786408	1216.0	2.56105610561	21.0	0
Balanoglossus	TTC	F	Y	0.697478991597	0.1	0.013698630137	0.972602739726	0.603305785124	0.00826446280992	1404.0	2.75190615836	23.0	0
Drosophila	TTT	F	Y	0.629185407296	0.25	0.027027027027	0.927927927928	0.909836065574	0.0245901639344	1393.0	2.72297037322	21.0	0
Myxine	TTC	F	Y	0.833930871324	0.222222222222	0.0416666666667	0.833333333333	0.384	0.048	1381.0	2.63490650045	23.0	0
Myxine	TTT	F	Y	0.833930871324	0.3	0.0519480519481	0.883116883117	0.616	0.048	1381.0	2.75041231446	21.0	0
Ciona	TTC	F	Y	0.794509825462	0.142857142857	0.047619047619	0.666666666667	0.154411764706	0.0441176470588	1320.0	2.02594810379	23.0	0
Ciona	TTT	F	Y	0.794509825462	0.363636363636	0.0434782608696	0.721739130435	0.845588235294	0.0441176470588	1320.0	2.08706739526	21.0	0
Saccoglossus	TTC	F	Y	0.107993610667	0.222222222222	0.0740740740741	0.851851851852	0.212598425197	0.0314960629921	1402.0	2.87479674797	23.0	0
Saccoglossus	TTT	F	Y	0.107993610667	0.181818181818	0.02	0.94	0.787401574803	0.0314960629921	1402.0	2.68949383241	21.0	0
Daphnia	TTC	F	Y	0.792270748589	0.1	0.025641025641	0.897435897436	0.302325581395	0.031007751938	1391.0	2.64348785872	23.0	0
Daphnia	TTT	F	Y	0.792270748589	0.272727272727	0.0333333333333	0.877777777778	0.697674418605	0.031007751938	1391.0	2.55912961211	21.0	0
Homo	TTC	F	Y	0.423241590214	0.1	0.013698630137	0.931506849315	0.640350877193	0.0263157894737	1403.0	2.65533411489	23.0	0
Homo	TTT	F	Y	0.423241590214	0.0909090909091	0.0487804878049	0.951219512195	0.359649122807	0.0263157894737	1403.0	2.8335089568	21.0	0

### Alignment improvement:
