### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Beta_vulgaris_vulgaris	CGG	R	W	0.000100090732819	0.5	0.428571428571	0.571428571429	0.0530303030303	0.0227272727273	3254.0	1.3	58.0	0
Malus_domestica	CGG	R	W	4.50761265184e-09	0.666666666667	0.636363636364	0.363636363636	0.0808823529412	0.0514705882353	3229.0	3.54180602007	58.0	1
Phoenix_dactylifera	CGG	R	W	3.94342312588e-14	0.714285714286	0.733333333333	0.266666666667	0.0961538461538	0.0705128205128	3604.0	4.59743589744	58.0	1
Glycine_max	CGG	R	W	1.88729752837e-08	0.666666666667	0.636363636364	0.363636363636	0.0916666666667	0.0583333333333	2992.0	3.54515050167	58.0	1
Carica_papaya	CGG	R	W	8.52955076744e-08	0.5	0.545454545455	0.454545454545	0.0743243243243	0.0405405405405	3619.0	2.31672597865	58.0	1
Physcomitrella_patens	CGG	R	W	3.85605219071e-06	0.75	0.75	0.25	0.0272108843537	0.0204081632653	3856.0	6.42307692308	58.0	1
Zea_mays_NB	CGG	R	W	5.00084395311e-05	0.6	0.444444444444	0.555555555556	0.0833333333333	0.037037037037	2848.0	0.933884297521	58.0	0
Arabidopsis_thaliana	CGG	R	W	3.65324283667e-07	0.4	0.5	0.5	0.0680272108844	0.0340136054422	3540.0	1.65476190476	58.0	1
Zea_mays_s	CGG	R	W	5.55402308972e-06	0.6	0.444444444444	0.555555555556	0.0656934306569	0.029197080292	3427.0	0.933884297521	58.0	0
Oryza_sativa_J2	CGG	R	W	3.49090967887e-07	0.8	0.625	0.375	0.070796460177	0.0442477876106	2827.0	2.34545454545	58.0	1
Chlorokybus_atmophyticus	CGC	R	W	0.132352925945	0.125	0.0714285714286	0.785714285714	0.0945945945946	0.00675675675676	3866.0	-2.21965317919	59.0	0
Beta_vulgaris_maritima	CGG	R	W	7.31635853757e-05	0.6	0.5	0.5	0.0441176470588	0.0220588235294	3427.0	1.89221556886	58.0	1
Vitis_vinifera	CGG	R	W	3.60927170655e-07	0.5	0.5	0.5	0.0851063829787	0.0425531914894	3347.0	2.18125	58.0	1
Lotus_japonicus	CGG	R	W	9.96237152723e-12	0.714285714286	0.692307692308	0.307692307692	0.0872483221477	0.0604026845638	3435.0	4.05247813411	58.0	1
Brassica_rapa_oleifera	CGG	R	W	2.38641876279e-06	0.4	0.5	0.5	0.0740740740741	0.037037037037	3240.0	1.65079365079	58.0	1
Sorghum_bicolor	CGG	R	W	0.000525983525753	0.5	0.375	0.625	0.0816326530612	0.030612244898	2520.0	0.299065420561	58.0	0
Oryza_sativa_I2	CGG	R	W	8.93119248691e-06	0.6	0.444444444444	0.555555555556	0.0647482014388	0.0287769784173	3439.0	0.938016528926	58.0	0

### Alignment improvement:
CGG	Trp	6.94e-02
