### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
Metaseiulus_occidentalis	ATT	I	L	0.0	2.84642797124e-05	0.9	0.271428571429	0.485714285714	0.526315789474	0.293233082707	1280.0	1.90862385321	5.0	0.0	0.198	0	0
Metaseiulus_occidentalis	ATC	I	L	0.0	2.84642797124e-05	0.25	0.0526315789474	0.789473684211	0.142857142857	0.293233082707	1280.0	1.88676671214	7.0	0.0	0.185	0	0
Metaseiulus_occidentalis	ATA	I	L	0.0	2.84642797124e-05	0.9	0.431818181818	0.159090909091	0.330827067669	0.293233082707	1280.0	2.02980713033	4.0	0.0	0.339	0	1
Paracentrotus	ATT	I	L	0.0	0.963855699229	0.666666666667	0.214285714286	0.714285714286	0.477272727273	0.204545454545	1351.0	2.10878918254	5.0	0.0	0.002	0	0
Paracentrotus	ATC	I	L	0.0	0.963855699229	0.4	0.2	0.7	0.113636363636	0.204545454545	1351.0	1.85128205128	7.0	0.0	0.0	0	0
Paracentrotus	ATA	I	L	0.0	0.963855699229	0.454545454545	0.194444444444	0.694444444444	0.409090909091	0.204545454545	1351.0	1.97301136364	4.0	0.0	0.091	0	1
Aphrocallistes_vastus	ATT	I	L	0.0	0.492445370998	0.7	0.34375	0.5	0.231884057971	0.326086956522	1349.0	2.04016064257	5.0	0.0	0.004	0	0
Aphrocallistes_vastus	ATC	I	L	0.0	0.492445370998	0.25	0.2	0.533333333333	0.108695652174	0.326086956522	1349.0	1.7457337884	7.0	0.0	0.0	0	0
Aphrocallistes_vastus	ATA	I	L	0.0	0.492445370998	0.833333333333	0.340659340659	0.395604395604	0.659420289855	0.326086956522	1349.0	1.99775154581	4.0	0.0	0.052	0	1
Schistosoma	ATT	I	L	0.0	0.462721497673	0.888888888889	0.355555555556	0.288888888889	0.441176470588	0.313725490196	1325.0	1.42180365297	5.0	0.0	0.012	0	0
Schistosoma	ATC	I	L	0.0	0.462721497673	0.333333333333	0.2	0.4	0.0490196078431	0.313725490196	1325.0	1.49489795918	7.0	0.0	0.0	0	0
Schistosoma	ATA	I	L	0.0	0.462721497673	0.916666666667	0.288461538462	0.403846153846	0.509803921569	0.313725490196	1325.0	1.56395061728	4.0	0.0	0.051	0	1
Fasciola	ATT	I	L	0.0	0.0821288773554	0.3	0.111111111111	0.466666666667	0.692307692308	0.184615384615	1332.0	1.47329121195	5.0	0.0	0.0	0	0
Fasciola	ATC	I	L	0.0	0.0821288773554	0.666666666667	0.666666666667	0.333333333333	0.0461538461538	0.184615384615	1332.0	2.725	7.0	0.0	0.165	0	0
Fasciola	ATA	I	L	0.0	0.0821288773554	0.5	0.294117647059	0.352941176471	0.261538461538	0.184615384615	1332.0	1.4479638009	4.0	0.0	0.084	0	1
Trichobilharzia_regenti	ATT	I	L	0.0	0.310312414766	0.7	0.317073170732	0.341463414634	0.482352941176	0.282352941176	1324.0	1.68	5.0	0.0	0.004	0	0
Trichobilharzia_regenti	ATC	I	L	0.0	0.310312414766	0.5	0.5	0.0	0.0235294117647	0.282352941176	1324.0	0.784810126582	7.0	0.0	0.03	0	0
Trichobilharzia_regenti	ATA	I	L	0.0	0.310312414766	0.5	0.238095238095	0.428571428571	0.494117647059	0.282352941176	1324.0	1.56211936663	4.0	0.0	0.063	0	1
Versteria_mustelae	ATT	I	L	0.0	0.382289101173	0.7	0.232558139535	0.53488372093	0.398148148148	0.231481481481	1328.0	1.69281437126	5.0	0.0	0.0	0	0
Versteria_mustelae	ATC	I	L	0.0	0.382289101173	0.666666666667	0.666666666667	0.333333333333	0.0277777777778	0.231481481481	1328.0	2.88793103448	7.0	0.0	0.132	0	0
Versteria_mustelae	ATA	I	L	0.0	0.382289101173	0.636363636364	0.209677419355	0.338709677419	0.574074074074	0.231481481481	1328.0	1.27720314439	4.0	0.0	0.092	0	1
Euseius_nicholsi	ATT	I	L	0.0	1.04644383411e-06	0.818181818182	0.192307692308	0.589743589744	0.604651162791	0.302325581395	1296.0	1.80164744646	5.0	1.0	0.577	0	0
Euseius_nicholsi	ATC	I	L	0.0	1.04644383411e-06	0.6	0.333333333333	0.333333333333	0.116279069767	0.302325581395	1296.0	1.6660988075	7.0	1.0	0.728	0	0
Euseius_nicholsi	ATA	I	L	0.0	1.04644383411e-06	0.9	0.527777777778	0.0833333333333	0.279069767442	0.302325581395	1296.0	2.10951008646	4.0	1.0	0.896	1	1
Patiria	ATT	I	L	0.0	0.63806044591	0.5	0.233333333333	0.6	0.3125	0.270833333333	1351.0	2.01284246575	5.0	0.0	0.0	0	0
Patiria	ATC	I	L	0.0	0.63806044591	0.333333333333	0.1875	0.6875	0.166666666667	0.270833333333	1351.0	2.0192926045	7.0	0.0	0.0	0	0
Patiria	ATA	I	L	0.0	0.63806044591	0.727272727273	0.32	0.62	0.520833333333	0.270833333333	1351.0	2.18615384615	4.0	0.0	0.052	0	1
Daphnia	ATT	I	L	0.0	0.35382192479	0.6	0.2	0.709090909091	0.572916666667	0.1875	1351.0	2.0466853408	5.0	0.0	0.0	0	0
Daphnia	ATC	I	L	0.0	0.35382192479	0.444444444444	0.166666666667	0.7	0.3125	0.1875	1351.0	1.97341337907	7.0	0.0	0.0	0	0
Daphnia	ATA	I	L	0.0	0.35382192479	0.285714285714	0.181818181818	0.181818181818	0.114583333333	0.1875	1351.0	1.89906103286	4.0	0.0	0.102	0	1
Haplorchis_taichui	ATT	I	L	0.0	0.866400196011	0.333333333333	0.161290322581	0.354838709677	0.430555555556	0.236111111111	1320.0	1.29363110008	5.0	0.0	0.001	0	0
Haplorchis_taichui	ATC	I	L	0.0	0.866400196011	0.5	0.333333333333	0.5	0.0833333333333	0.236111111111	1320.0	2.3829787234	7.0	0.0	0.003	0	0
Haplorchis_taichui	ATA	I	L	0.0	0.866400196011	0.777777777778	0.285714285714	0.457142857143	0.486111111111	0.236111111111	1320.0	1.69625825385	4.0	0.0	0.049	0	1
Lumbricus	ATT	I	L	0.0	1.10047713667e-08	0.636363636364	0.135593220339	0.728813559322	0.508620689655	0.284482758621	1350.0	1.89053641518	5.0	1.0	0.588	0	0
Lumbricus	ATC	I	L	0.0	1.10047713667e-08	0.555555555556	0.321428571429	0.535714285714	0.241379310345	0.284482758621	1350.0	2.16117216117	7.0	1.0	0.721	0	0
Lumbricus	ATA	I	L	0.0	1.10047713667e-08	0.8	0.551724137931	0.0344827586207	0.25	0.284482758621	1350.0	2.16432337434	4.0	1.0	0.99	1	1
Halocynthia	ATT	I	L	0.0	0.000258061658793	0.5	0.0892857142857	0.696428571429	0.629213483146	0.168539325843	1348.0	1.60825688073	5.0	0.0	0.125	0	0
Halocynthia	ATA	I	L	0.0	0.000258061658793	0.833333333333	0.37037037037	0.259259259259	0.303370786517	0.168539325843	1348.0	1.84265402844	4.0	0.0	0.18	0	1
Limulus	ATT	I	L	0.0	8.06337211136e-05	0.6	0.220588235294	0.661764705882	0.566666666667	0.25	1351.0	2.0656356092	5.0	0.0	0.236	0	0
Limulus	ATC	I	L	0.0	8.06337211136e-05	0.375	0.125	0.666666666667	0.2	0.25	1351.0	1.69065520945	7.0	0.0	0.276	0	0
Limulus	ATA	I	L	0.0	8.06337211136e-05	0.875	0.428571428571	0.107142857143	0.233333333333	0.25	1351.0	2.17279411765	4.0	0.0	0.323	0	1
Echinococcus_equinus	ATT	I	L	0.0	0.271948868001	0.777777777778	0.264150943396	0.528301886792	0.6625	0.2125	1331.0	1.8154589372	5.0	0.0	0.0	0	0
Echinococcus_equinus	ATA	I	L	0.0	0.271948868001	0.375	0.125	0.541666666667	0.3	0.2125	1331.0	1.42580645161	4.0	0.0	0.097	0	1
Taenia_crassiceps	ATT	I	L	0.0	0.893166830991	0.777777777778	0.212765957447	0.425531914894	0.479591836735	0.204081632653	1333.0	1.29198682766	5.0	0.0	0.001	0	0
