### Random Forest prediction
genome	codon	ori_aa	rea_aa	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	id	prediction
Schistosoma	ATA	I	M	0.716216118239	0.125	0.0185185185185	0.37037037037	0.519230769231	0.00961538461538	1212.0	0.594091201028	4.0	0
Fasciola	ATT	I	M	0.62	0.1	0.02	0.36	0.666666666667	0.0133333333333	1299.0	0.725558659218	5.0	0
Patiria	ATA	I	M	0.77272719426	0.1	0.0204081632653	0.591836734694	0.480392156863	0.00980392156863	1441.0	1.27337615989	4.0	0
Lumbricus	ATA	I	M	3.77614269729e-12	0.555555555556	0.393939393939	0.121212121212	0.253846153846	0.1	1447.0	1.9625267666	4.0	1
Halocynthia	ATT	I	M	0.000939700067399	0.125	0.0188679245283	0.660377358491	0.576086956522	0.0978260869565	1343.0	0.893236074271	5.0	0
Halocynthia	ATC	I	M	0.000939700067399	0.25	0.142857142857	0.857142857143	0.0760869565217	0.0978260869565	1343.0	1.28921568627	7.0	0
Halocynthia	ATA	I	M	0.000939700067399	0.428571428571	0.21875	0.3125	0.347826086957	0.0978260869565	1343.0	1.35706580367	4.0	1
Limulus	ATA	I	M	6.39240532243e-13	0.4	0.4	0.15	0.268456375839	0.107382550336	1439.0	2.11996418979	4.0	1
Caenorhabditis	ATT	I	M	9.76974493337e-10	0.0909090909091	0.0120481927711	0.481927710843	0.638461538462	0.0923076923077	1322.0	1.00209117524	5.0	0
Caenorhabditis	ATA	I	M	9.76974493337e-10	0.555555555556	0.289473684211	0.0263157894737	0.292307692308	0.0923076923077	1322.0	1.50679963735	4.0	1
Axinella	ATA	I	M	0.361111039183	0.1	0.0217391304348	0.630434782609	0.418181818182	0.00909090909091	1448.0	1.19710806697	4.0	0
Terebratulina	ATA	I	M	7.43384886942e-14	0.666666666667	0.46875	0.0625	0.240601503759	0.112781954887	1431.0	2.28207964602	4.0	1
Bfloridae	ATA	I	M	3.77350223349e-05	0.666666666667	0.5	0.2	0.222222222222	0.111111111111	793.0	2.40636042403	4.0	1
Katharina	ATA	I	M	7.78797515949e-12	0.75	0.5	0.178571428571	0.241379310345	0.120689655172	1441.0	2.33165829146	4.0	1
Trichinella	ATA	I	M	8.74382628145e-10	0.5	0.258620689655	0.103448275862	0.405594405594	0.104895104895	1246.0	1.25439127801	4.0	1
Drosophila	ATA	I	M	3.18174344706e-16	0.5	0.47619047619	0.119047619048	0.3	0.142857142857	1437.0	2.37656903766	4.0	1
Myxine	ATA	I	M	1.04704984907e-11	0.444444444444	0.326086956522	0.152173913043	0.326241134752	0.106382978723	1409.0	1.91324200913	4.0	1
Ciona	ATT	I	M	4.85654111654e-07	0.1	0.0108695652174	0.510869565217	0.609271523179	0.0728476821192	1353.0	1.01724784402	5.0	0
Ciona	ATA	I	M	4.85654111654e-07	0.272727272727	0.212765957447	0.127659574468	0.311258278146	0.0728476821192	1353.0	1.38102297999	4.0	1
Daphnia	ATA	I	M	3.53538010981e-13	0.833333333333	0.705882352941	0.0588235294118	0.149122807018	0.105263157895	1432.0	2.633401222	4.0	1
Homo	ATA	I	M	3.53428337575e-14	0.545454545455	0.405405405405	0.108108108108	0.262411347518	0.106382978723	1451.0	2.17630057803	4.0	1
Blanceolatum	ATA	I	M	0.00013683629649	0.75	0.6	0.0	0.116279069767	0.0697674418605	788.0	2.35251798561	4.0	1
Epigonichthys	ATA	I	M	3.83689663757e-09	0.4	0.346153846154	0.192307692308	0.240740740741	0.0833333333333	1450.0	2.02949061662	4.0	1

### Alignment improvement:
ATA	Met	2.27e-03
