### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	Fisher_pval	Gene_frac	N._rea	N._used	Cod._count	Sub._count	G._len	codon_lik	id	prediction	probability	clad_valid	trans_valid
LmeyeA	TGT	C	L	0.0	0.590909090909	0.2	0.153846153846	0.615384615385	0.928571428571	0.142857142857	1429.0	-0.317436661699	25.0	0.0	0.0	0	0
SpombA	TGT	C	L	0.0	7.65380301182e-06	0.4	0.153846153846	0.307692307692	1.0	0.153846153846	1424.0	-0.154428463285	25.0	0.0	0.104	0	0
WmucoA	TGT	C	L	0.0	6.09393309348e-05	0.1	0.105263157895	0.736842105263	0.95	0.1	2246.0	-0.550083939564	25.0	0.0	0.151	0	0
CgallA	TGT	C	L	0.0	0.00641664217291	0.125	0.0625	0.5	1.0	0.0625	2247.0	-0.718609143593	25.0	0.0	0.0	0	0
CsantA	TGT	C	L	0.0	0.30303030303	0.2	0.0952380952381	0.285714285714	0.807692307692	0.0769230769231	2220.0	-0.775695931478	25.0	0.0	0.0	0	0
WpijpA	TGT	C	L	0.0	3.35805695054e-05	0.166666666667	0.142857142857	0.714285714286	0.933333333333	0.133333333333	1429.0	-0.391213389121	25.0	0.0	0.118	0	0
BarxA	TGT	C	L	1.0	2.22044604925e-16	1.0	1.0	0.0	1.0	1.0	434.0	3.20909090909	25.0	1.0	0.517	1	0
CoxycA	TGT	C	L	0.0	0.00142949225943	1.0	0.5	0.5	1.0	0.5	434.0	1.57272727273	25.0	0.0	0.324	0	0
CsubhA	TGT	C	L	0.0	0.733333333333	0.166666666667	0.125	0.875	0.5	0.0625	2244.0	-0.423658872077	25.0	0.0	0.0	0	0
CsubhB	TGT	C	L	0.0	0.733333333333	0.166666666667	0.125	0.875	0.5	0.0625	2244.0	-0.423658872077	25.0	0.0	0.0	0	0
SarboA	TGT	C	L	0.0	0.6	0.2	0.222222222222	0.777777777778	0.9	0.2	1429.0	-0.112189859763	25.0	0.0	0.002	0	0
KtherA	TGT	C	L	0.0	0.00712705600604	0.2	0.0769230769231	0.692307692308	1.0	0.0769230769231	1429.0	-0.552316890882	25.0	0.0	0.0	0	0
CnorvA	TGT	C	L	0.0	6.09393309348e-05	0.1	0.0869565217391	0.608695652174	1.0	0.0869565217391	2249.0	-0.72550831793	25.0	0.0	0.151	0	0
CviswA	TGT	C	L	0.0	0.00996363549777	0.125	0.0666666666667	0.866666666667	1.0	0.0666666666667	2249.0	-0.72386445566	25.0	0.0	0.003	0	0
MstarA	TGT	C	L	0.0	0.00712705600604	0.1	0.0526315789474	0.473684210526	1.0	0.0526315789474	2249.0	-0.714368147721	25.0	0.0	0.0	0	0
NbaciA	TGT	C	L	0.0	2.29176748048e-05	0.2	0.181818181818	0.727272727273	1.0	0.181818181818	1428.0	-0.293439716312	25.0	0.0	0.108	0	0
CcastA	TGT	C	L	0.0	0.00712705600604	0.25	0.0909090909091	0.818181818182	1.0	0.0909090909091	1428.0	-0.36	25.0	0.0	0.0	0	0
LanspB	TGT	C	L	0.0	2.79971460975e-05	0.2	0.142857142857	0.642857142857	1.0	0.142857142857	1429.0	-0.364330326162	25.0	0.0	0.103	0	0
CphanA	TGT	C	L	0.0	0.00641664217291	0.125	0.0625	0.5	1.0	0.0625	2247.0	-0.718609143593	25.0	0.0	0.0	0	0
LanspA	TGT	C	L	0.0	0.745454545455	0.2	0.2	0.6	0.769230769231	0.153846153846	1429.0	-0.213114754098	25.0	0.0	0.0	0	0
CglabA	TGT	C	L	0.0	2.79971460975e-05	0.4	0.181818181818	0.818181818182	1.0	0.181818181818	1413.0	-0.24578527063	25.0	0.0	0.119	0	0
ScryoA	TGT	C	L	0.0	1.27660806253e-08	0.333333333333	0.2	0.266666666667	1.0	0.2	1424.0	0.161668839635	25.0	0.0	0.238	0	0
HuvarA	TGT	C	L	0.0	1.07102177843e-05	0.5	0.166666666667	0.416666666667	1.0	0.166666666667	1361.0	-0.210696920583	25.0	0.0	0.117	0	0
KlactA	TGC	C	L	0.0	0.136363636364	1.0	1.0	0.0	0.0769230769231	0.230769230769	1408.0	2.54	27.0	0.0	0.352	0	0
