### Random Forest prediction
genome	codon	ori_aa	rea_aa	fitch	suspected	Fisher pval	Gene frac	N. rea	N. used	Cod. count	Sub. count	G. len	codon_lik	N. mixte	id	prediction
LstarA	TTA	L	P	0.563186662375	0.125	0.00546448087432	0.863387978142	0.871428571429	0.0047619047619	1516.0	-2.89644561668	20.0	0
CphanA	TTA	L	P	0.520547779673	0.111111111111	0.00393700787402	0.822834645669	0.958490566038	0.00377358490566	1790.0	-2.92191064001	20.0	0
HuvarA	CTG	L	P	0.0386108638106	0.5	0.333333333333	0.0	0.0142857142857	0.0142857142857	1397.0	1.18685121107	54.0	1
HuvarA	TTA	L	P	0.0386108638106	0.333333333333	0.0117647058824	0.741176470588	0.809523809524	0.0142857142857	1397.0	-2.78812830281	20.0	0
CzempA	TTA	L	P	0.507092028403	0.142857142857	0.00526315789474	0.726315789474	0.984455958549	0.00518134715026	1455.0	-2.85096894957	20.0	0
CgallA	TTA	L	P	0.554545300751	0.111111111111	0.00420168067227	0.819327731092	0.898113207547	0.00377358490566	1791.0	-2.92689457327	20.0	0
SjapoA	TTA	L	P	0.633093398504	0.142857142857	0.0062893081761	0.635220125786	0.729357798165	0.0045871559633	1450.0	-2.76227729932	20.0	0
CtetrA	TTA	L	P	0.604838573246	0.111111111111	0.0047619047619	0.928571428571	0.792452830189	0.00377358490566	1791.0	-2.94247549284	20.0	0
MmagnB	CTT	L	P	0.431924821034	0.111111111111	0.0113636363636	0.852272727273	0.349206349206	0.00396825396825	1791.0	-2.86117920268	53.0	0
MmagnA	CTT	L	P	0.434272238064	0.111111111111	0.0112359550562	0.85393258427	0.353174603175	0.00396825396825	1791.0	-2.86207335711	53.0	0
YlipoB	TTA	L	P	0.543378837784	0.111111111111	0.00411522633745	0.818930041152	0.920454545455	0.00378787878788	1790.0	-2.92021822251	20.0	0
YlipoA	TTA	L	P	0.543378837784	0.111111111111	0.00411522633745	0.818930041152	0.920454545455	0.00378787878788	1790.0	-2.92021822251	20.0	0
CalimA	TTA	L	P	0.532109930202	0.111111111111	0.00408163265306	0.828571428571	0.931558935361	0.00380228136882	1790.0	-2.92008941045	20.0	0
CdefoA	TTA	L	P	0.549999844636	0.111111111111	0.00414937759336	0.817427385892	0.909433962264	0.00377358490566	1790.0	-2.92188529993	20.0	0
CsalmA	TTA	L	P	0.525380546795	0.111111111111	0.00414937759336	0.771784232365	0.96015936255	0.00398406374502	1788.0	-2.8684458251	20.0	0
MingeA	TTA	L	P	0.492890995261	0.111111111111	0.004	0.828	0.98814229249	0.00395256916996	1791.0	-2.87290439511	20.0	0

### Alignment improvement:
CTG	Pro	5.00e-01
